Year,Month,Region,Province/HUC/ICC,Cases
2020,11,NCR,CITY OF SAN JUAN,3
2020,11,NCR,CITY OF VALENZUELA,77
2020,11,NCR,PASAY CITY,9
2020,11,NCR,PATEROS,5
2020,11,NCR,QUEZON CITY,169
2020,11,NCR,TAGUIG CITY,102
2020,12,1,DAGUPAN CITY,15
2020,12,1,ILOCOS NORTE,7
2020,12,1,ILOCOS SUR,213
2020,12,1,LA UNION,28
2020,12,1,PANGASINAN,560
2020,12,2,CAGAYAN,4
2020,12,2,CITY OF SANTIAGO,4
2020,12,2,ISABELA,11
2020,12,2,NUEVA VIZCAYA,4
2020,12,2,QUIRINO,34
2020,12,3,ANGELES CITY,66
2020,12,3,AURORA,3
2020,12,3,BATAAN,78
2020,12,3,BULACAN,227
2020,12,3,NUEVA ECIJA,570
2020,12,3,OLONGAPO CITY,3
2020,12,3,PAMPANGA,838
2020,12,3,TARLAC,479
2020,12,3,ZAMBALES,52
2020,12,5,ALBAY,2
2020,12,5,CAMARINES NORTE,7
2020,12,5,CAMARINES SUR,23
2020,12,5,CATANDUANES,16
2020,12,5,MASBATE,5
2020,12,5,NAGA CITY,7
2020,12,5,SORSOGON,9
2020,12,6,AKLAN,12
2020,12,6,ANTIQUE,49
2020,12,6,BACOLOD CITY,8
2020,12,6,CAPIZ,9
2020,12,6,ILOILO,30
2020,12,6,ILOILO CITY,10
2020,12,6,NEGROS OCCIDENTAL,5
2020,12,7,BOHOL,21
2020,12,7,CEBU,52
2020,12,7,CEBU CITY,16
2020,12,7,LAPU-LAPU CITY (OPON),4
2020,12,7,MANDAUE CITY,5
2020,12,7,NEGROS ORIENTAL,30
2020,12,7,SIQUIJOR,20
2020,12,8,LEYTE,11
2020,12,8,ORMOC CITY,1
2020,12,8,SOUTHERN LEYTE,4
2020,12,8,TACLOBAN CITY,10
2020,12,9,CITY OF ISABELA,6
2020,12,9,ZAMBOANGA CITY,11
2020,12,9,ZAMBOANGA DEL NORTE,17
2020,12,9,ZAMBOANGA DEL SUR,6
2020,12,9,ZAMBOANGA SIBUGAY,2
2020,12,10,BUKIDNON,41
2020,12,10,CAGAYAN DE ORO CITY,53
2020,12,10,CAMIGUIN,3
2020,12,10,ILIGAN CITY,30
2020,12,10,LANAO DEL NORTE,5
2020,12,10,MISAMIS OCCIDENTAL,46
2020,12,10,MISAMIS ORIENTAL,61
2020,12,11,DAVAO CITY,66
2020,12,11,DAVAO DE ORO,20
2020,12,11,DAVAO DEL NORTE,7
2020,12,11,DAVAO DEL SUR,1
2020,12,11,DAVAO OCCIDENTAL,2
2020,12,11,DAVAO ORIENTAL,15
2020,12,12,COTABATO (NORTH COTABATO),15
2020,12,12,GENERAL SANTOS CITY (DADIANGAS),49
2020,12,12,SARANGANI,20
2020,12,12,SOUTH COTABATO,67
2020,12,12,SULTAN KUDARAT,7
2020,12,4A,BATANGAS,43
2020,12,4A,CAVITE,223
2020,12,4A,LAGUNA,106
2020,12,4A,QUEZON,3
2020,12,4A,RIZAL,80
2020,12,4B,MARINDUQUE,2
2020,12,4B,OCCIDENTAL MINDORO,4
2020,12,4B,ORIENTAL MINDORO,33
2020,12,4B,PALAWAN,15
2020,12,4B,PUERTO PRINCESA CITY,64
2020,12,4B,ROMBLON,10
2020,12,BARMM,BASILAN,1
2020,12,BARMM,COTABATO CITY,15
2020,12,BARMM,LANAO DEL SUR,11
2020,12,BARMM,MAGUINDANAO,3
2020,12,BARMM,SULU,1
2020,12,BARMM,TAWI-TAWI,2
2020,12,CAR,APAYAO,5
2020,12,CAR,BAGUIO CITY,7
2020,12,CAR,BENGUET,32
2020,12,CAR,IFUGAO,5
2020,12,CAR,KALINGA,14
2020,12,CAR,MOUNTAIN PROVINCE,2
2020,12,CARAGA,AGUSAN DEL NORTE,4
2020,12,CARAGA,AGUSAN DEL SUR,8
2020,12,CARAGA,DINAGAT ISLANDS,2
2020,12,CARAGA,SURIGAO DEL NORTE,6
2020,12,CARAGA,SURIGAO DEL SUR,15
2020,12,NCR,CALOOCAN CITY,54
2020,12,NCR,CITY OF LAS PIÑAS,10
2020,12,NCR,CITY OF MAKATI,18
2020,12,NCR,CITY OF MALABON,28
2020,12,NCR,CITY OF MANDALUYONG,6
2020,12,NCR,CITY OF MANILA,73
2020,12,NCR,CITY OF MARIKINA,16
2020,12,NCR,CITY OF NAVOTAS,5
2020,12,NCR,CITY OF PARAÑAQUE,40
2020,12,NCR,CITY OF PASIG,68
2020,12,NCR,CITY OF SAN JUAN,6
2020,12,NCR,CITY OF VALENZUELA,25
2020,12,NCR,PASAY CITY,6
2020,12,NCR,PATEROS,3
2020,12,NCR,QUEZON CITY,86
2020,12,NCR,TAGUIG CITY,36
2021,1,1,DAGUPAN CITY,19
2021,1,1,ILOCOS NORTE,14
2021,1,1,ILOCOS SUR,234
2021,1,1,LA UNION,64
2021,1,1,PANGASINAN,493
2021,1,2,CAGAYAN,9
2021,1,2,CITY OF SANTIAGO,6
2021,1,2,ISABELA,28
2021,1,2,NUEVA VIZCAYA,14
2021,1,2,QUIRINO,28
2021,1,3,ANGELES CITY,81
2021,1,3,AURORA,8
2021,1,3,BATAAN,209
2021,1,3,BULACAN,557
2021,1,3,NUEVA ECIJA,696
2021,1,3,OLONGAPO CITY,18
2021,1,3,PAMPANGA,"1,016"
2021,1,3,TARLAC,809
2021,1,3,ZAMBALES,154
2021,1,5,CAMARINES NORTE,25
2021,1,5,CAMARINES SUR,32
2021,1,5,CATANDUANES,10
2021,1,5,MASBATE,2
2021,1,5,NAGA CITY,7
2021,1,5,SORSOGON,11
2021,1,6,AKLAN,13
2021,1,6,ANTIQUE,40
2021,1,6,BACOLOD CITY,22
2021,1,6,CAPIZ,22
2021,1,6,GUIMARAS,4
2021,1,6,ILOILO,42
2021,1,6,ILOILO CITY,29
2021,1,6,NEGROS OCCIDENTAL,42
2021,1,7,BOHOL,34
2021,1,7,CEBU,93
2021,1,7,CEBU CITY,29
2021,1,7,LAPU-LAPU CITY (OPON),6
2021,1,7,MANDAUE CITY,11
2021,1,7,NEGROS ORIENTAL,93
2021,1,7,SIQUIJOR,16
2021,1,8,BILIRAN,1
2021,1,8,EASTERN SAMAR,5
2021,1,8,LEYTE,31
2021,1,8,NORTHERN SAMAR,8
2021,1,8,ORMOC CITY,1
2021,1,8,SAMAR (WESTERN SAMAR),22
2021,1,8,SOUTHERN LEYTE,5
2021,1,8,TACLOBAN CITY,11
2021,1,9,CITY OF ISABELA (NOT A PROVINCE),19
2021,1,9,ZAMBOANGA CITY,19
2021,1,9,ZAMBOANGA DEL NORTE,58
2021,1,9,ZAMBOANGA DEL SUR,15
2021,1,9,ZAMBOANGA SIBUGAY,7
2021,1,10,BUKIDNON,52
2021,1,10,CAGAYAN DE ORO CITY,84
2021,1,10,CAMIGUIN,10
2021,1,10,ILIGAN CITY,51
2021,1,10,LANAO DEL NORTE,12
2021,1,10,MISAMIS OCCIDENTAL,119
2021,1,10,MISAMIS ORIENTAL,57
2021,1,11,DAVAO CITY,182
2021,1,11,DAVAO DE ORO,23
2021,1,11,DAVAO DEL NORTE,57
2021,1,11,DAVAO DEL SUR,72
2021,1,11,DAVAO OCCIDENTAL,48
2021,1,11,DAVAO ORIENTAL,12
2021,1,12,COTABATO (NORTH COTABATO),29
2021,1,12,GENERAL SANTOS CITY (DADIANGAS),111
2021,1,12,SARANGANI,110
2021,1,12,SOUTH COTABATO,134
2021,1,12,SULTAN KUDARAT,9
2021,1,4A,BATANGAS,94
2021,1,4A,CAVITE,415
2021,1,4A,LAGUNA,230
2021,1,4A,LUCENA CITY,2
2021,1,4A,QUEZON,17
2021,1,4A,RIZAL,395
2021,1,4B,MARINDUQUE,2
2021,1,4B,OCCIDENTAL MINDORO,8
2021,1,4B,ORIENTAL MINDORO,37
2021,1,4B,PALAWAN,109
2021,1,4B,PUERTO PRINCESA CITY,30
2021,1,4B,ROMBLON,4
2021,1,BARMM,BASILAN,6
2021,1,BARMM,COTABATO CITY,5
2021,1,BARMM,LANAO DEL SUR,9
2021,1,BARMM,MAGUINDANAO,3
2021,1,BARMM,SULU,2
2021,1,BARMM,TAWI-TAWI,6
2021,1,CAR,ABRA,3
2021,1,CAR,APAYAO,4
2021,1,CAR,BAGUIO CITY,15
2021,1,CAR,BENGUET,21
2021,1,CAR,IFUGAO,2
2021,1,CAR,KALINGA,3
2021,1,CAR,MOUNTAIN PROVINCE,1
2021,1,CARAGA,AGUSAN DEL NORTE,9
2021,1,CARAGA,AGUSAN DEL SUR,5
2021,1,CARAGA,BUTUAN CITY,16
2021,1,CARAGA,DINAGAT ISLANDS,3
2021,1,CARAGA,SURIGAO DEL NORTE,13
2021,1,CARAGA,SURIGAO DEL SUR,20
2021,1,NCR,CALOOCAN CITY,99
2021,1,NCR,CITY OF LAS PIÑAS,64
2021,1,NCR,CITY OF MAKATI,57
2021,1,NCR,CITY OF MALABON,49
2021,1,NCR,CITY OF MANDALUYONG,63
2021,1,NCR,CITY OF MANILA,114
2021,1,NCR,CITY OF MARIKINA,51
2021,1,NCR,CITY OF MUNTINLUPA,42
2021,1,NCR,CITY OF NAVOTAS,24
2021,1,NCR,CITY OF PARAÑAQUE,89
2021,1,NCR,CITY OF PASIG,81
2021,1,NCR,CITY OF SAN JUAN,13
2021,1,NCR,CITY OF VALENZUELA,90
2021,1,NCR,PASAY CITY,52
2021,1,NCR,PATEROS,6
2021,1,NCR,QUEZON CITY,173
2021,1,NCR,TAGUIG CITY,154
2021,2,1,DAGUPAN CITY,13
2021,2,1,ILOCOS NORTE,5
2021,2,1,ILOCOS SUR,205
2021,2,1,LA UNION,53
2021,2,1,PANGASINAN,301
2021,2,2,CITY OF SANTIAGO,6
2021,2,2,ISABELA,8
2021,2,2,NUEVA VIZCAYA,8
2021,2,2,QUIRINO,14
2021,2,3,ANGELES CITY,68
2021,2,3,AURORA,19
2021,2,3,BATAAN,132
2021,2,3,BULACAN,459
2021,2,3,NUEVA ECIJA,371
2021,2,3,OLONGAPO CITY,14
2021,2,3,PAMPANGA,762
2021,2,3,TARLAC,577
2021,2,3,ZAMBALES,113
2021,2,5,ALBAY,5
2021,2,5,CAMARINES NORTE,26
2021,2,5,CAMARINES SUR,16
2021,2,5,CATANDUANES,11
2021,2,5,MASBATE,6
2021,2,5,NAGA CITY,9
2021,2,5,SORSOGON,10
2021,2,6,AKLAN,2
2021,2,6,ANTIQUE,48
2021,2,6,BACOLOD CITY,20
2021,2,6,CAPIZ,17
2021,2,6,GUIMARAS,4
2021,2,6,ILOILO,26
2021,2,6,ILOILO CITY,32
2021,2,6,NEGROS OCCIDENTAL,44
2021,2,7,BOHOL,22
2021,2,7,CEBU,68
2021,2,7,CEBU CITY,16
2021,2,7,LAPU-LAPU CITY (OPON),3
2021,2,7,MANDAUE CITY,5
2021,2,7,NEGROS ORIENTAL,77
2021,2,7,SIQUIJOR,8
2021,2,8,BILIRAN,1
2021,2,8,EASTERN SAMAR,2
2021,2,8,LEYTE,19
2021,2,8,NORTHERN SAMAR,4
2021,2,8,ORMOC CITY,3
2021,2,8,SAMAR (WESTERN SAMAR),11
2021,2,8,SOUTHERN LEYTE,7
2021,2,8,TACLOBAN CITY,8
2021,2,9,CITY OF ISABELA (NOT A PROVINCE),18
2021,2,9,ZAMBOANGA CITY,27
2021,2,9,ZAMBOANGA DEL NORTE,33
2021,2,9,ZAMBOANGA DEL SUR,15
2021,2,9,ZAMBOANGA SIBUGAY,5
2021,2,10,BUKIDNON,34
2021,2,10,CAGAYAN DE ORO CITY,64
2021,2,10,CAMIGUIN,9
2021,2,10,ILIGAN CITY,49
2021,2,10,LANAO DEL NORTE,15
2021,2,10,MISAMIS OCCIDENTAL,70
2021,2,10,MISAMIS ORIENTAL,54
2021,2,11,DAVAO CITY,186
2021,2,11,DAVAO DE ORO,17
2021,2,11,DAVAO DEL NORTE,42
2021,2,11,DAVAO DEL SUR,38
2021,2,11,DAVAO OCCIDENTAL,52
2021,2,11,DAVAO ORIENTAL,7
2021,2,12,COTABATO (NORTH COTABATO),57
2021,2,12,GENERAL SANTOS CITY (DADIANGAS),123
2021,2,12,SARANGANI,86
2021,2,12,SOUTH COTABATO,155
2021,2,12,SULTAN KUDARAT,22
2021,2,4A,BATANGAS,85
2021,2,4A,CAVITE,280
2021,2,4A,LAGUNA,162
2021,2,4A,LUCENA CITY,2
2021,2,4A,QUEZON,11
2021,2,4A,RIZAL,253
2021,2,4B,MARINDUQUE,1
2021,2,4B,OCCIDENTAL MINDORO,24
2021,2,4B,ORIENTAL MINDORO,29
2021,2,4B,PALAWAN,58
2021,2,4B,PUERTO PRINCESA CITY,14
2021,2,4B,ROMBLON,4
2021,2,BARMM,BASILAN,4
2021,2,BARMM,COTABATO CITY,6
2021,2,BARMM,LANAO DEL SUR,5
2021,2,BARMM,MAGUINDANAO,3
2021,2,BARMM,SULU,2
2021,2,BARMM,TAWI-TAWI,1
2021,2,CAR,ABRA,2
2021,2,CAR,APAYAO,3
2021,2,CAR,BAGUIO CITY,20
2021,2,CAR,BENGUET,23
2021,2,CAR,IFUGAO,2
2021,2,CAR,KALINGA,6
2021,2,CAR,MOUNTAIN PROVINCE,1
2021,2,CARAGA,AGUSAN DEL NORTE,11
2021,2,CARAGA,AGUSAN DEL SUR,9
2021,2,CARAGA,BUTUAN CITY,9
2021,2,CARAGA,SURIGAO DEL NORTE,5
2021,2,CARAGA,SURIGAO DEL SUR,11
2021,2,NCR,CALOOCAN CITY,131
2021,2,NCR,CITY OF LAS PIÑAS,66
2021,2,NCR,CITY OF MAKATI,41
2021,2,NCR,CITY OF MALABON,34
2021,2,NCR,CITY OF MANDALUYONG,30
2021,2,NCR,CITY OF MANILA,96
2021,2,NCR,CITY OF MARIKINA,30
2021,2,NCR,CITY OF MUNTINLUPA,12
2021,2,NCR,CITY OF NAVOTAS,27
2021,2,NCR,CITY OF PARAÑAQUE,41
2021,2,NCR,CITY OF PASIG,130
2021,2,NCR,CITY OF SAN JUAN,4
2021,2,NCR,CITY OF VALENZUELA,111
2021,2,NCR,PASAY CITY,22
2021,2,NCR,PATEROS,3
2021,2,NCR,QUEZON CITY,147
2021,2,NCR,TAGUIG CITY,155
2021,3,1,DAGUPAN CITY,9
2021,3,1,ILOCOS NORTE,3
2021,3,1,ILOCOS SUR,274
2021,3,1,LA UNION,45
2021,3,1,PANGASINAN,293
2021,3,2,CAGAYAN,4
2021,3,2,ISABELA,5
2021,3,2,NUEVA VIZCAYA,12
2021,3,2,QUIRINO,11
2021,3,3,ANGELES CITY,49
2021,3,3,AURORA,9
2021,3,3,BATAAN,123
2021,3,3,BULACAN,334
2021,3,3,NUEVA ECIJA,190
2021,3,3,OLONGAPO CITY,12
2021,3,3,PAMPANGA,523
2021,3,3,TARLAC,441
2021,3,3,ZAMBALES,115
2021,3,5,ALBAY,1
2021,3,5,CAMARINES NORTE,17
2021,3,5,CAMARINES SUR,23
2021,3,5,CATANDUANES,14
2021,3,5,MASBATE,4
2021,3,5,NAGA CITY,6
2021,3,5,SORSOGON,6
2021,3,6,AKLAN,6
2021,3,6,ANTIQUE,35
2021,3,6,BACOLOD CITY,20
2021,3,6,CAPIZ,25
2021,3,6,ILOILO,38
2021,3,6,ILOILO CITY,17
2021,3,6,NEGROS OCCIDENTAL,60
2021,3,7,BOHOL,8
2021,3,7,CEBU,54
2021,3,7,CEBU CITY,16
2021,3,7,LAPU-LAPU CITY (OPON),1
2021,3,7,MANDAUE CITY,12
2021,3,7,NEGROS ORIENTAL,59
2021,3,7,SIQUIJOR,6
2021,3,8,BILIRAN,3
2021,3,8,EASTERN SAMAR,3
2021,3,8,LEYTE,23
2021,3,8,NORTHERN SAMAR,6
2021,3,8,ORMOC CITY,1
2021,3,8,SAMAR (WESTERN SAMAR),2
2021,3,8,SOUTHERN LEYTE,3
2021,3,8,TACLOBAN CITY,6
2021,3,9,CITY OF ISABELA (NOT A PROVINCE),32
2021,3,9,ZAMBOANGA CITY,31
2021,3,9,ZAMBOANGA DEL NORTE,31
2021,3,9,ZAMBOANGA DEL SUR,19
2021,3,9,ZAMBOANGA SIBUGAY,7
2021,3,10,BUKIDNON,47
2021,3,10,CAGAYAN DE ORO CITY,76
2021,3,10,CAMIGUIN,3
2021,3,10,ILIGAN CITY,45
2021,3,10,LANAO DEL NORTE,10
2021,3,10,MISAMIS OCCIDENTAL,61
2021,3,10,MISAMIS ORIENTAL,55
2021,3,11,DAVAO CITY,164
2021,3,11,DAVAO DE ORO,15
2021,3,11,DAVAO DEL NORTE,59
2021,3,11,DAVAO DEL SUR,47
2021,3,11,DAVAO OCCIDENTAL,46
2021,3,11,DAVAO ORIENTAL,7
2021,3,12,COTABATO (NORTH COTABATO),29
2021,3,12,GENERAL SANTOS CITY (DADIANGAS),236
2021,3,12,SARANGANI,120
2021,3,12,SOUTH COTABATO,154
2021,3,12,SULTAN KUDARAT,26
2021,3,4A,BATANGAS,44
2021,3,4A,CAVITE,183
2021,3,4A,LAGUNA,121
2021,3,4A,QUEZON,16
2021,3,4A,RIZAL,258
2021,3,4B,OCCIDENTAL MINDORO,6
2021,3,4B,ORIENTAL MINDORO,21
2021,3,4B,PALAWAN,72
2021,3,4B,PUERTO PRINCESA CITY,20
2021,3,4B,ROMBLON,2
2021,3,BARMM,BASILAN,10
2021,3,BARMM,COTABATO CITY,6
2021,3,BARMM,LANAO DEL SUR,21
2021,3,BARMM,MAGUINDANAO,8
2021,3,BARMM,SULU,3
2021,3,BARMM,TAWI-TAWI,6
2021,3,CAR,ABRA,4
2021,3,CAR,APAYAO,2
2021,3,CAR,BAGUIO CITY,4
2021,3,CAR,BENGUET,28
2021,3,CAR,IFUGAO,7
2021,3,CAR,KALINGA,8
2021,3,CAR,MOUNTAIN PROVINCE,3
2021,3,CARAGA,AGUSAN DEL NORTE,10
2021,3,CARAGA,AGUSAN DEL SUR,19
2021,3,CARAGA,BUTUAN CITY,9
2021,3,CARAGA,SURIGAO DEL NORTE,9
2021,3,CARAGA,SURIGAO DEL SUR,6
2021,3,NCR,CALOOCAN CITY,76
2021,3,NCR,CITY OF LAS PIÑAS,44
2021,3,NCR,CITY OF MAKATI,26
2021,3,NCR,CITY OF MALABON,21
2021,3,NCR,CITY OF MANDALUYONG,17
2021,3,NCR,CITY OF MANILA,92
2021,3,NCR,CITY OF MARIKINA,22
2021,3,NCR,CITY OF MUNTINLUPA,9
2021,3,NCR,CITY OF NAVOTAS,14
2021,3,NCR,CITY OF PARAÑAQUE,30
2021,3,NCR,CITY OF PASIG,72
2021,3,NCR,CITY OF SAN JUAN,4
2021,3,NCR,CITY OF VALENZUELA,89
2021,3,NCR,PASAY CITY,11
2021,3,NCR,PATEROS,5
2021,3,NCR,QUEZON CITY,80
2021,3,NCR,TAGUIG CITY,129
2021,4,1,DAGUPAN CITY,7
2021,4,1,ILOCOS NORTE,12
2021,4,1,ILOCOS SUR,190
2021,4,1,LA UNION,66
2021,4,1,PANGASINAN,215
2021,4,2,CAGAYAN,2
2021,4,2,ISABELA,3
2021,4,2,NUEVA VIZCAYA,6
2021,4,2,QUIRINO,7
2021,4,3,ANGELES CITY,9
2021,4,3,AURORA,1
2021,4,3,BATAAN,42
2021,4,3,BULACAN,134
2021,4,3,NUEVA ECIJA,80
2021,4,3,OLONGAPO CITY,4
2021,4,3,PAMPANGA,179
2021,4,3,TARLAC,170
2021,4,3,ZAMBALES,84
2021,4,5,ALBAY,1
2021,4,5,CAMARINES NORTE,9
2021,4,5,CAMARINES SUR,10
2021,4,5,CATANDUANES,9
2021,4,5,MASBATE,2
2021,4,5,NAGA CITY,1
2021,4,5,SORSOGON,1
2021,4,6,AKLAN,6
2021,4,6,ANTIQUE,16
2021,4,6,BACOLOD CITY,5
2021,4,6,CAPIZ,27
2021,4,6,ILOILO,41
2021,4,6,ILOILO CITY,16
2021,4,6,NEGROS OCCIDENTAL,20
2021,4,7,BOHOL,7
2021,4,7,CEBU,43
2021,4,7,CEBU CITY,12
2021,4,7,LAPU-LAPU CITY (OPON),1
2021,4,7,MANDAUE CITY,5
2021,4,7,NEGROS ORIENTAL,31
2021,4,7,SIQUIJOR,5
2021,4,8,BILIRAN,2
2021,4,8,EASTERN SAMAR,3
2021,4,8,LEYTE,14
2021,4,8,NORTHERN SAMAR,4
2021,4,8,ORMOC CITY,2
2021,4,8,SAMAR (WESTERN SAMAR),6
2021,4,8,SOUTHERN LEYTE,2
2021,4,8,TACLOBAN CITY,9
2021,4,9,CITY OF ISABELA (NOT A PROVINCE),23
2021,4,9,ZAMBOANGA CITY,23
2021,4,9,ZAMBOANGA DEL NORTE,13
2021,4,9,ZAMBOANGA DEL SUR,16
2021,4,9,ZAMBOANGA SIBUGAY,5
2021,4,10,BUKIDNON,76
2021,4,10,CAGAYAN DE ORO CITY,61
2021,4,10,ILIGAN CITY,42
2021,4,10,LANAO DEL NORTE,19
2021,4,10,MISAMIS OCCIDENTAL,58
2021,4,10,MISAMIS ORIENTAL,60
2021,4,11,DAVAO CITY,214
2021,4,11,DAVAO DE ORO,22
2021,4,11,DAVAO DEL NORTE,58
2021,4,11,DAVAO DEL SUR,68
2021,4,11,DAVAO OCCIDENTAL,33
2021,4,11,DAVAO ORIENTAL,15
2021,4,12,COTABATO (NORTH COTABATO),49
2021,4,12,GENERAL SANTOS CITY (DADIANGAS),142
2021,4,12,SARANGANI,105
2021,4,12,SOUTH COTABATO,179
2021,4,12,SULTAN KUDARAT,50
2021,4,4A,BATANGAS,33
2021,4,4A,CAVITE,83
2021,4,4A,LAGUNA,51
2021,4,4A,QUEZON,12
2021,4,4A,RIZAL,117
2021,4,4B,MARINDUQUE,1
2021,4,4B,OCCIDENTAL MINDORO,8
2021,4,4B,ORIENTAL MINDORO,22
2021,4,4B,PALAWAN,37
2021,4,4B,PUERTO PRINCESA CITY,8
2021,4,4B,ROMBLON,3
2021,4,BARMM,BASILAN,6
2021,4,BARMM,COTABATO CITY,14
2021,4,BARMM,LANAO DEL SUR,19
2021,4,BARMM,MAGUINDANAO,25
2021,4,BARMM,SULU,10
2021,4,BARMM,TAWI-TAWI,1
2021,4,CAR,ABRA,2
2021,4,CAR,APAYAO,1
2021,4,CAR,BAGUIO CITY,12
2021,4,CAR,BENGUET,54
2021,4,CAR,IFUGAO,2
2021,4,CAR,KALINGA,3
2021,4,CARAGA,AGUSAN DEL NORTE,3
2021,4,CARAGA,AGUSAN DEL SUR,13
2021,4,CARAGA,BUTUAN CITY,6
2021,4,CARAGA,SURIGAO DEL NORTE,8
2021,4,CARAGA,SURIGAO DEL SUR,16
2021,4,NCR,CALOOCAN CITY,43
2021,4,NCR,CITY OF LAS PIÑAS,11
2021,4,NCR,CITY OF MAKATI,10
2021,4,NCR,CITY OF MALABON,10
2021,4,NCR,CITY OF MANDALUYONG,6
2021,4,NCR,CITY OF MANILA,39
2021,4,NCR,CITY OF MARIKINA,15
2021,4,NCR,CITY OF MUNTINLUPA,7
2021,4,NCR,CITY OF NAVOTAS,11
2021,4,NCR,CITY OF PARAÑAQUE,16
2021,4,NCR,CITY OF PASIG,28
2021,4,NCR,CITY OF SAN JUAN,3
2021,4,NCR,CITY OF VALENZUELA,80
2021,4,NCR,PASAY CITY,10
2021,4,NCR,PATEROS,3
2021,4,NCR,QUEZON CITY,51
2021,4,NCR,TAGUIG CITY,38
2021,5,1,DAGUPAN CITY,2
2021,5,1,ILOCOS NORTE,4
2021,5,1,ILOCOS SUR,217
2021,5,1,LA UNION,115
2021,5,1,PANGASINAN,248
2021,5,2,CAGAYAN,2
2021,5,2,ISABELA,5
2021,5,2,NUEVA VIZCAYA,12
2021,5,2,QUIRINO,12
2021,5,3,ANGELES CITY,9
2021,5,3,AURORA,6
2021,5,3,BATAAN,51
2021,5,3,BULACAN,148
2021,5,3,NUEVA ECIJA,72
2021,5,3,OLONGAPO CITY,4
2021,5,3,PAMPANGA,79
2021,5,3,TARLAC,132
2021,5,3,ZAMBALES,112
2021,5,5,ALBAY,4
2021,5,5,CAMARINES NORTE,7
2021,5,5,CAMARINES SUR,16
2021,5,5,CATANDUANES,5
2021,5,5,MASBATE,3
2021,5,5,NAGA CITY,5
2021,5,5,SORSOGON,3
2021,5,6,ANTIQUE,13
2021,5,6,BACOLOD CITY,11
2021,5,6,CAPIZ,21
2021,5,6,GUIMARAS,4
2021,5,6,ILOILO,27
2021,5,6,ILOILO CITY,15
2021,5,6,NEGROS OCCIDENTAL,13
2021,5,7,BOHOL,11
2021,5,7,CEBU,37
2021,5,7,CEBU CITY,23
2021,5,7,MANDAUE CITY,3
2021,5,7,NEGROS ORIENTAL,29
2021,5,8,BILIRAN,1
2021,5,8,EASTERN SAMAR,4
2021,5,8,LEYTE,20
2021,5,8,NORTHERN SAMAR,6
2021,5,8,ORMOC CITY,5
2021,5,8,SAMAR (WESTERN SAMAR),6
2021,5,8,SOUTHERN LEYTE,2
2021,5,8,TACLOBAN CITY,2
2021,5,9,CITY OF ISABELA (NOT A PROVINCE),18
2021,5,9,ZAMBOANGA CITY,26
2021,5,9,ZAMBOANGA DEL NORTE,4
2021,5,9,ZAMBOANGA DEL SUR,20
2021,5,9,ZAMBOANGA SIBUGAY,5
2021,5,10,BUKIDNON,79
2021,5,10,CAGAYAN DE ORO CITY,60
2021,5,10,CAMIGUIN,2
2021,5,10,ILIGAN CITY,35
2021,5,10,LANAO DEL NORTE,19
2021,5,10,MISAMIS OCCIDENTAL,44
2021,5,10,MISAMIS ORIENTAL,29
2021,5,11,DAVAO CITY,247
2021,5,11,DAVAO DE ORO,18
2021,5,11,DAVAO DEL NORTE,92
2021,5,11,DAVAO DEL SUR,73
2021,5,11,DAVAO OCCIDENTAL,24
2021,5,11,DAVAO ORIENTAL,16
2021,5,12,COTABATO (NORTH COTABATO),48
2021,5,12,GENERAL SANTOS CITY (DADIANGAS),156
2021,5,12,SARANGANI,82
2021,5,12,SOUTH COTABATO,147
2021,5,12,SULTAN KUDARAT,56
2021,5,4A,BATANGAS,32
2021,5,4A,CAVITE,63
2021,5,4A,LAGUNA,71
2021,5,4A,LUCENA CITY,1
2021,5,4A,QUEZON,9
2021,5,4A,RIZAL,77
2021,5,4B,MARINDUQUE,1
2021,5,4B,OCCIDENTAL MINDORO,9
2021,5,4B,ORIENTAL MINDORO,23
2021,5,4B,PALAWAN,29
2021,5,4B,PUERTO PRINCESA CITY,6
2021,5,4B,ROMBLON,5
2021,5,BARMM,BASILAN,2
2021,5,BARMM,COTABATO CITY,14
2021,5,BARMM,LANAO DEL SUR,44
2021,5,BARMM,MAGUINDANAO,15
2021,5,BARMM,SULU,9
2021,5,BARMM,TAWI-TAWI,4
2021,5,CAR,ABRA,7
2021,5,CAR,APAYAO,2
2021,5,CAR,BAGUIO CITY,64
2021,5,CAR,BENGUET,153
2021,5,CAR,IFUGAO,2
2021,5,CAR,KALINGA,2
2021,5,CAR,MOUNTAIN PROVINCE,5
2021,5,CARAGA,AGUSAN DEL NORTE,3
2021,5,CARAGA,AGUSAN DEL SUR,11
2021,5,CARAGA,BUTUAN CITY,7
2021,5,CARAGA,SURIGAO DEL NORTE,7
2021,5,CARAGA,SURIGAO DEL SUR,13
2021,5,NCR,CALOOCAN CITY,48
2021,5,NCR,CITY OF LAS PIÑAS,13
2021,5,NCR,CITY OF MAKATI,11
2021,5,NCR,CITY OF MALABON,18
2021,5,NCR,CITY OF MANDALUYONG,3
2021,5,NCR,CITY OF MANILA,31
2021,5,NCR,CITY OF MARIKINA,7
2021,5,NCR,CITY OF MUNTINLUPA,2
2021,5,NCR,CITY OF NAVOTAS,13
2021,5,NCR,CITY OF PARAÑAQUE,12
2021,5,NCR,CITY OF PASIG,16
2021,5,NCR,CITY OF SAN JUAN,3
2021,5,NCR,CITY OF VALENZUELA,62
