Year,Month,Region,Province/HUC/ICC,Cases
2017,6,NCR,CITY OF MAKATI,46
2017,6,NCR,CITY OF MALABON,59
2017,6,NCR,CITY OF MANDALUYONG,25
2017,6,NCR,CITY OF MANILA,124
2017,6,NCR,CITY OF MARIKINA,20
2017,6,NCR,CITY OF MUNTINLUPA,16
2017,6,NCR,CITY OF NAVOTAS,10
2017,6,NCR,CITY OF PARAÑAQUE,42
2017,6,NCR,CITY OF PASIG,42
2017,6,NCR,CITY OF SAN JUAN,17
2017,6,NCR,CITY OF VALENZUELA,69
2017,6,NCR,PASAY CITY,11
2017,6,NCR,PATEROS,2
2017,6,NCR,QUEZON CITY,592
2017,6,NCR,TAGUIG CITY,33
2017,7,1,DAGUPAN CITY,60
2017,7,1,ILOCOS NORTE,48
2017,7,1,ILOCOS SUR,141
2017,7,1,LA UNION,119
2017,7,1,PANGASINAN,638
2017,7,2,CAGAYAN,148
2017,7,2,CITY OF SANTIAGO,17
2017,7,2,ISABELA,215
2017,7,2,NUEVA VIZCAYA,196
2017,7,2,QUIRINO,21
2017,7,3,ANGELES CITY,82
2017,7,3,AURORA,120
2017,7,3,BATAAN,225
2017,7,3,BULACAN,"1,026"
2017,7,3,NUEVA ECIJA,249
2017,7,3,OLONGAPO CITY,42
2017,7,3,PAMPANGA,431
2017,7,3,TARLAC,484
2017,7,3,ZAMBALES,848
2017,7,5,ALBAY,33
2017,7,5,CAMARINES NORTE,25
2017,7,5,CAMARINES SUR,192
2017,7,5,CATANDUANES,5
2017,7,5,MASBATE,33
2017,7,5,NAGA CITY,64
2017,7,5,SORSOGON,22
2017,7,6,AKLAN,143
2017,7,6,ANTIQUE,138
2017,7,6,BACOLOD CITY,320
2017,7,6,CAPIZ,24
2017,7,6,GUIMARAS,5
2017,7,6,ILOILO,176
2017,7,6,ILOILO CITY,57
2017,7,6,NEGROS OCCIDENTAL,668
2017,7,7,BOHOL,138
2017,7,7,CEBU,408
2017,7,7,CEBU CITY,250
2017,7,7,LAPU-LAPU CITY (OPON),119
2017,7,7,MANDAUE CITY,79
2017,7,7,NEGROS ORIENTAL,252
2017,7,7,SIQUIJOR,24
2017,7,8,BILIRAN,10
2017,7,8,EASTERN SAMAR,68
2017,7,8,LEYTE,94
2017,7,8,NORTHERN SAMAR,19
2017,7,8,ORMOC CITY,61
2017,7,8,SAMAR (WESTERN SAMAR),32
2017,7,8,SOUTHERN LEYTE,29
2017,7,8,TACLOBAN CITY,92
2017,7,9,CITY OF ISABELA,83
2017,7,9,ZAMBOANGA CITY,404
2017,7,9,ZAMBOANGA DEL NORTE,61
2017,7,9,ZAMBOANGA DEL SUR,77
2017,7,9,ZAMBOANGA SIBUGAY,60
2017,7,10,BUKIDNON,205
2017,7,10,CAGAYAN DE ORO CITY,278
2017,7,10,CAMIGUIN,8
2017,7,10,ILIGAN CITY,33
2017,7,10,LANAO DEL NORTE,25
2017,7,10,MISAMIS OCCIDENTAL,72
2017,7,10,MISAMIS ORIENTAL,97
2017,7,11,DAVAO CITY,216
2017,7,11,DAVAO DE ORO,30
2017,7,11,DAVAO DEL NORTE,25
2017,7,11,DAVAO DEL SUR,22
2017,7,11,DAVAO OCCIDENTAL,10
2017,7,11,DAVAO ORIENTAL,15
2017,7,12,COTABATO (NORTH COTABATO),154
2017,7,12,GENERAL SANTOS CITY (DADIANGAS),133
2017,7,12,SARANGANI,116
2017,7,12,SOUTH COTABATO,222
2017,7,12,SULTAN KUDARAT,44
2017,7,4A,BATANGAS,626
2017,7,4A,CAVITE,705
2017,7,4A,LAGUNA,695
2017,7,4A,LUCENA CITY,34
2017,7,4A,QUEZON,173
2017,7,4A,RIZAL,508
2017,7,4B,MARINDUQUE,5
2017,7,4B,OCCIDENTAL MINDORO,156
2017,7,4B,ORIENTAL MINDORO,83
2017,7,4B,PALAWAN,80
2017,7,4B,PUERTO PRINCESA CITY,25
2017,7,4B,ROMBLON,33
2017,7,BARMM,BASILAN,35
2017,7,BARMM,COTABATO CITY,21
2017,7,BARMM,SULU,5
2017,7,BARMM,TAWI-TAWI,9
2017,7,CAR,ABRA,34
2017,7,CAR,APAYAO,32
2017,7,CAR,BAGUIO CITY,84
2017,7,CAR,BENGUET,108
2017,7,CAR,IFUGAO,151
2017,7,CAR,KALINGA,181
2017,7,CAR,MOUNTAIN PROVINCE,6
2017,7,CARAGA,AGUSAN DEL NORTE,17
2017,7,CARAGA,AGUSAN DEL SUR,48
2017,7,CARAGA,BUTUAN CITY,24
2017,7,CARAGA,DINAGAT ISLANDS,1
2017,7,CARAGA,SURIGAO DEL NORTE,38
2017,7,CARAGA,SURIGAO DEL SUR,68
2017,7,NCR,CALOOCAN CITY,493
2017,7,NCR,CITY OF LAS PIÑAS,70
2017,7,NCR,CITY OF MAKATI,84
2017,7,NCR,CITY OF MALABON,70
2017,7,NCR,CITY OF MANDALUYONG,53
2017,7,NCR,CITY OF MANILA,322
2017,7,NCR,CITY OF MARIKINA,65
2017,7,NCR,CITY OF MUNTINLUPA,28
2017,7,NCR,CITY OF NAVOTAS,27
2017,7,NCR,CITY OF PARAÑAQUE,150
2017,7,NCR,CITY OF PASIG,123
2017,7,NCR,CITY OF SAN JUAN,65
2017,7,NCR,CITY OF VALENZUELA,142
2017,7,NCR,PASAY CITY,15
2017,7,NCR,PATEROS,7
2017,7,NCR,QUEZON CITY,"1,428"
2017,7,NCR,TAGUIG CITY,71
2017,8,1,DAGUPAN CITY,65
2017,8,1,ILOCOS NORTE,96
2017,8,1,ILOCOS SUR,298
2017,8,1,LA UNION,249
2017,8,1,PANGASINAN,"1,116"
2017,8,2,BATANES,1
2017,8,2,CAGAYAN,277
2017,8,2,CITY OF SANTIAGO,39
2017,8,2,ISABELA,291
2017,8,2,NUEVA VIZCAYA,248
2017,8,2,QUIRINO,62
2017,8,3,ANGELES CITY,140
2017,8,3,AURORA,61
2017,8,3,BATAAN,353
2017,8,3,BULACAN,"1,548"
2017,8,3,NUEVA ECIJA,489
2017,8,3,OLONGAPO CITY,58
2017,8,3,PAMPANGA,888
2017,8,3,TARLAC,645
2017,8,3,ZAMBALES,966
2017,8,5,ALBAY,34
2017,8,5,CAMARINES NORTE,41
2017,8,5,CAMARINES SUR,256
2017,8,5,CATANDUANES,4
2017,8,5,MASBATE,24
2017,8,5,NAGA CITY,97
2017,8,5,SORSOGON,34
2017,8,6,AKLAN,148
2017,8,6,ANTIQUE,203
2017,8,6,BACOLOD CITY,355
2017,8,6,CAPIZ,59
2017,8,6,GUIMARAS,10
2017,8,6,ILOILO,332
2017,8,6,ILOILO CITY,120
2017,8,6,NEGROS OCCIDENTAL,682
2017,8,7,BOHOL,75
2017,8,7,CEBU,644
2017,8,7,CEBU CITY,249
2017,8,7,LAPU-LAPU CITY (OPON),211
2017,8,7,MANDAUE CITY,107
2017,8,7,NEGROS ORIENTAL,356
2017,8,7,SIQUIJOR,22
2017,8,8,BILIRAN,6
2017,8,8,EASTERN SAMAR,48
2017,8,8,LEYTE,110
2017,8,8,NORTHERN SAMAR,27
2017,8,8,ORMOC CITY,63
2017,8,8,SAMAR (WESTERN SAMAR),31
2017,8,8,SOUTHERN LEYTE,9
2017,8,8,TACLOBAN CITY,82
2017,8,9,CITY OF ISABELA,33
2017,8,9,ZAMBOANGA CITY,160
2017,8,9,ZAMBOANGA DEL NORTE,100
2017,8,9,ZAMBOANGA DEL SUR,123
2017,8,9,ZAMBOANGA SIBUGAY,74
2017,8,10,BUKIDNON,268
2017,8,10,CAGAYAN DE ORO CITY,240
2017,8,10,CAMIGUIN,12
2017,8,10,ILIGAN CITY,20
2017,8,10,LANAO DEL NORTE,28
2017,8,10,MISAMIS OCCIDENTAL,79
2017,8,10,MISAMIS ORIENTAL,168
2017,8,11,DAVAO CITY,245
2017,8,11,DAVAO DE ORO,39
2017,8,11,DAVAO DEL NORTE,17
2017,8,11,DAVAO DEL SUR,26
2017,8,11,DAVAO OCCIDENTAL,10
2017,8,11,DAVAO ORIENTAL,32
2017,8,12,COTABATO (NORTH COTABATO),143
2017,8,12,GENERAL SANTOS CITY (DADIANGAS),240
2017,8,12,SARANGANI,116
2017,8,12,SOUTH COTABATO,283
2017,8,12,SULTAN KUDARAT,51
2017,8,4A,BATANGAS,797
2017,8,4A,CAVITE,780
2017,8,4A,LAGUNA,790
2017,8,4A,LUCENA CITY,19
2017,8,4A,QUEZON,166
2017,8,4A,RIZAL,829
2017,8,4B,MARINDUQUE,10
2017,8,4B,OCCIDENTAL MINDORO,241
2017,8,4B,ORIENTAL MINDORO,56
2017,8,4B,PALAWAN,75
2017,8,4B,PUERTO PRINCESA CITY,18
2017,8,4B,ROMBLON,41
2017,8,BARMM,BASILAN,26
2017,8,BARMM,COTABATO CITY,17
2017,8,BARMM,LANAO DEL SUR,5
2017,8,BARMM,MAGUINDANAO,1
2017,8,BARMM,SULU,2
2017,8,BARMM,TAWI-TAWI,9
2017,8,CAR,ABRA,137
2017,8,CAR,APAYAO,36
2017,8,CAR,BAGUIO CITY,95
2017,8,CAR,BENGUET,179
2017,8,CAR,IFUGAO,141
2017,8,CAR,KALINGA,295
2017,8,CAR,MOUNTAIN PROVINCE,18
2017,8,CARAGA,AGUSAN DEL NORTE,17
2017,8,CARAGA,AGUSAN DEL SUR,66
2017,8,CARAGA,BUTUAN CITY,27
2017,8,CARAGA,DINAGAT ISLANDS,11
2017,8,CARAGA,SURIGAO DEL NORTE,72
2017,8,CARAGA,SURIGAO DEL SUR,38
2017,8,NCR,CALOOCAN CITY,726
2017,8,NCR,CITY OF LAS PIÑAS,118
2017,8,NCR,CITY OF MAKATI,241
2017,8,NCR,CITY OF MALABON,171
2017,8,NCR,CITY OF MANDALUYONG,72
2017,8,NCR,CITY OF MANILA,445
2017,8,NCR,CITY OF MARIKINA,108
2017,8,NCR,CITY OF MUNTINLUPA,45
2017,8,NCR,CITY OF NAVOTAS,52
2017,8,NCR,CITY OF PARAÑAQUE,159
2017,8,NCR,CITY OF PASIG,153
2017,8,NCR,CITY OF SAN JUAN,98
2017,8,NCR,CITY OF VALENZUELA,190
2017,8,NCR,PASAY CITY,45
2017,8,NCR,PATEROS,6
2017,8,NCR,QUEZON CITY,"2,380"
2017,8,NCR,TAGUIG CITY,102
2017,9,1,DAGUPAN CITY,55
2017,9,1,ILOCOS NORTE,38
2017,9,1,ILOCOS SUR,261
2017,9,1,LA UNION,148
2017,9,1,PANGASINAN,777
2017,9,2,CAGAYAN,317
2017,9,2,CITY OF SANTIAGO,6
2017,9,2,ISABELA,256
2017,9,2,NUEVA VIZCAYA,145
2017,9,2,QUIRINO,19
2017,9,3,ANGELES CITY,107
2017,9,3,AURORA,48
2017,9,3,BATAAN,324
2017,9,3,BULACAN,810
2017,9,3,NUEVA ECIJA,351
2017,9,3,OLONGAPO CITY,56
2017,9,3,PAMPANGA,636
2017,9,3,TARLAC,350
2017,9,3,ZAMBALES,290
2017,9,5,ALBAY,18
2017,9,5,CAMARINES NORTE,36
2017,9,5,CAMARINES SUR,187
2017,9,5,CATANDUANES,4
2017,9,5,MASBATE,14
2017,9,5,NAGA CITY,84
2017,9,5,SORSOGON,11
2017,9,6,AKLAN,94
2017,9,6,ANTIQUE,88
2017,9,6,BACOLOD CITY,295
2017,9,6,CAPIZ,54
2017,9,6,GUIMARAS,11
2017,9,6,ILOILO,190
2017,9,6,ILOILO CITY,66
2017,9,6,NEGROS OCCIDENTAL,603
2017,9,7,BOHOL,74
2017,9,7,CEBU,467
2017,9,7,CEBU CITY,136
2017,9,7,LAPU-LAPU CITY (OPON),135
2017,9,7,MANDAUE CITY,60
2017,9,7,NEGROS ORIENTAL,231
2017,9,7,SIQUIJOR,18
2017,9,8,BILIRAN,4
2017,9,8,EASTERN SAMAR,22
2017,9,8,LEYTE,75
2017,9,8,NORTHERN SAMAR,134
2017,9,8,ORMOC CITY,44
2017,9,8,SAMAR (WESTERN SAMAR),18
2017,9,8,SOUTHERN LEYTE,27
2017,9,8,TACLOBAN CITY,44
2017,9,9,CITY OF ISABELA,25
2017,9,9,ZAMBOANGA CITY,67
2017,9,9,ZAMBOANGA DEL NORTE,52
2017,9,9,ZAMBOANGA DEL SUR,51
2017,9,9,ZAMBOANGA SIBUGAY,46
2017,9,10,BUKIDNON,190
2017,9,10,CAGAYAN DE ORO CITY,159
2017,9,10,CAMIGUIN,3
2017,9,10,ILIGAN CITY,16
2017,9,10,LANAO DEL NORTE,19
2017,9,10,MISAMIS OCCIDENTAL,60
2017,9,10,MISAMIS ORIENTAL,95
2017,9,11,DAVAO CITY,139
2017,9,11,DAVAO DE ORO,21
2017,9,11,DAVAO DEL NORTE,31
2017,9,11,DAVAO DEL SUR,11
2017,9,11,DAVAO OCCIDENTAL,3
2017,9,11,DAVAO ORIENTAL,42
2017,9,12,COTABATO (NORTH COTABATO),155
2017,9,12,GENERAL SANTOS CITY (DADIANGAS),125
2017,9,12,SARANGANI,78
2017,9,12,SOUTH COTABATO,246
2017,9,12,SULTAN KUDARAT,16
2017,9,4A,BATANGAS,598
2017,9,4A,CAVITE,690
2017,9,4A,LAGUNA,584
2017,9,4A,LUCENA CITY,14
2017,9,4A,QUEZON,157
2017,9,4A,RIZAL,493
2017,9,4B,MARINDUQUE,4
2017,9,4B,OCCIDENTAL MINDORO,122
2017,9,4B,ORIENTAL MINDORO,65
2017,9,4B,PALAWAN,53
2017,9,4B,PUERTO PRINCESA CITY,38
2017,9,4B,ROMBLON,10
2017,9,BARMM,BASILAN,14
2017,9,BARMM,COTABATO CITY,22
2017,9,BARMM,SULU,3
2017,9,BARMM,TAWI-TAWI,1
2017,9,CAR,ABRA,43
2017,9,CAR,APAYAO,14
2017,9,CAR,BAGUIO CITY,61
2017,9,CAR,BENGUET,112
2017,9,CAR,IFUGAO,60
2017,9,CAR,KALINGA,283
2017,9,CAR,MOUNTAIN PROVINCE,16
2017,9,CARAGA,AGUSAN DEL NORTE,15
2017,9,CARAGA,AGUSAN DEL SUR,51
2017,9,CARAGA,BUTUAN CITY,8
2017,9,CARAGA,DINAGAT ISLANDS,7
2017,9,CARAGA,SURIGAO DEL NORTE,72
2017,9,CARAGA,SURIGAO DEL SUR,59
2017,9,NCR,CALOOCAN CITY,456
2017,9,NCR,CITY OF LAS PIÑAS,88
2017,9,NCR,CITY OF MAKATI,200
2017,9,NCR,CITY OF MALABON,151
2017,9,NCR,CITY OF MANDALUYONG,40
2017,9,NCR,CITY OF MANILA,434
2017,9,NCR,CITY OF MARIKINA,93
2017,9,NCR,CITY OF MUNTINLUPA,64
2017,9,NCR,CITY OF NAVOTAS,53
2017,9,NCR,CITY OF PARAÑAQUE,228
2017,9,NCR,CITY OF PASIG,179
2017,9,NCR,CITY OF SAN JUAN,67
2017,9,NCR,CITY OF VALENZUELA,152
2017,9,NCR,PASAY CITY,44
2017,9,NCR,PATEROS,7
2017,9,NCR,QUEZON CITY,"1,441"
2017,9,NCR,TAGUIG CITY,111
2017,10,1,DAGUPAN CITY,60
2017,10,1,ILOCOS NORTE,55
2017,10,1,ILOCOS SUR,171
2017,10,1,LA UNION,96
2017,10,1,PANGASINAN,594
2017,10,2,CAGAYAN,305
2017,10,2,CITY OF SANTIAGO,16
2017,10,2,ISABELA,358
2017,10,2,NUEVA VIZCAYA,163
2017,10,2,QUIRINO,31
2017,10,3,ANGELES CITY,59
2017,10,3,AURORA,39
2017,10,3,BATAAN,261
2017,10,3,BULACAN,740
2017,10,3,NUEVA ECIJA,313
2017,10,3,OLONGAPO CITY,65
2017,10,3,PAMPANGA,643
2017,10,3,TARLAC,311
2017,10,3,ZAMBALES,109
2017,10,5,ALBAY,37
2017,10,5,CAMARINES NORTE,19
2017,10,5,CAMARINES SUR,253
2017,10,5,CATANDUANES,11
2017,10,5,MASBATE,20
2017,10,5,NAGA CITY,109
2017,10,5,SORSOGON,26
2017,10,6,AKLAN,81
2017,10,6,ANTIQUE,76
2017,10,6,BACOLOD CITY,199
2017,10,6,CAPIZ,23
2017,10,6,GUIMARAS,6
2017,10,6,ILOILO,141
2017,10,6,ILOILO CITY,53
2017,10,6,NEGROS OCCIDENTAL,444
2017,10,7,BOHOL,87
2017,10,7,CEBU,332
2017,10,7,CEBU CITY,167
2017,10,7,LAPU-LAPU CITY (OPON),88
2017,10,7,MANDAUE CITY,73
2017,10,7,NEGROS ORIENTAL,103
2017,10,7,SIQUIJOR,22
2017,10,8,BILIRAN,4
2017,10,8,EASTERN SAMAR,20
2017,10,8,LEYTE,85
2017,10,8,NORTHERN SAMAR,75
2017,10,8,ORMOC CITY,49
2017,10,8,SAMAR (WESTERN SAMAR),21
2017,10,8,SOUTHERN LEYTE,14
2017,10,8,TACLOBAN CITY,49
2017,10,9,CITY OF ISABELA,19
2017,10,9,ZAMBOANGA CITY,98
2017,10,9,ZAMBOANGA DEL NORTE,60
2017,10,9,ZAMBOANGA DEL SUR,57
2017,10,9,ZAMBOANGA SIBUGAY,29
2017,10,10,BUKIDNON,126
2017,10,10,CAGAYAN DE ORO CITY,120
2017,10,10,CAMIGUIN,3
2017,10,10,ILIGAN CITY,11
2017,10,10,LANAO DEL NORTE,20
2017,10,10,MISAMIS OCCIDENTAL,58
2017,10,10,MISAMIS ORIENTAL,94
2017,10,11,DAVAO CITY,70
2017,10,11,DAVAO DE ORO,4
2017,10,11,DAVAO DEL NORTE,22
2017,10,11,DAVAO DEL SUR,8
2017,10,11,DAVAO OCCIDENTAL,2
2017,10,11,DAVAO ORIENTAL,11
2017,10,12,COTABATO (NORTH COTABATO),123
2017,10,12,GENERAL SANTOS CITY (DADIANGAS),59
2017,10,12,SARANGANI,83
2017,10,12,SOUTH COTABATO,118
2017,10,12,SULTAN KUDARAT,33
2017,10,4A,BATANGAS,514
2017,10,4A,CAVITE,822
2017,10,4A,LAGUNA,600
2017,10,4A,LUCENA CITY,14
2017,10,4A,QUEZON,180
2017,10,4A,RIZAL,449
2017,10,4B,MARINDUQUE,6
2017,10,4B,OCCIDENTAL MINDORO,100
2017,10,4B,ORIENTAL MINDORO,42
2017,10,4B,PALAWAN,23
2017,10,4B,PUERTO PRINCESA CITY,19
2017,10,4B,ROMBLON,5
2017,10,BARMM,BASILAN,27
2017,10,BARMM,COTABATO CITY,11
2017,10,BARMM,LANAO DEL SUR,1
2017,10,BARMM,SULU,2
2017,10,BARMM,TAWI-TAWI,2
2017,10,CAR,ABRA,36
2017,10,CAR,APAYAO,39
2017,10,CAR,BAGUIO CITY,91
2017,10,CAR,BENGUET,74
2017,10,CAR,IFUGAO,55
2017,10,CAR,KALINGA,199
2017,10,CAR,MOUNTAIN PROVINCE,20
2017,10,CARAGA,AGUSAN DEL NORTE,26
2017,10,CARAGA,AGUSAN DEL SUR,33
2017,10,CARAGA,BUTUAN CITY,19
2017,10,CARAGA,DINAGAT ISLANDS,3
2017,10,CARAGA,SURIGAO DEL NORTE,59
2017,10,CARAGA,SURIGAO DEL SUR,49
2017,10,NCR,CALOOCAN CITY,361
2017,10,NCR,CITY OF LAS PIÑAS,106
2017,10,NCR,CITY OF MAKATI,196
2017,10,NCR,CITY OF MALABON,93
2017,10,NCR,CITY OF MANDALUYONG,37
2017,10,NCR,CITY OF MANILA,372
2017,10,NCR,CITY OF MARIKINA,80
2017,10,NCR,CITY OF MUNTINLUPA,51
2017,10,NCR,CITY OF NAVOTAS,41
2017,10,NCR,CITY OF PARAÑAQUE,250
2017,10,NCR,CITY OF PASIG,212
2017,10,NCR,CITY OF SAN JUAN,31
2017,10,NCR,CITY OF VALENZUELA,101
2017,10,NCR,PASAY CITY,32
2017,10,NCR,PATEROS,11
2017,10,NCR,QUEZON CITY,"1,082"
2017,10,NCR,TAGUIG CITY,138
2017,11,1,DAGUPAN CITY,60
2017,11,1,ILOCOS NORTE,29
2017,11,1,ILOCOS SUR,91
2017,11,1,LA UNION,59
2017,11,1,PANGASINAN,672
2017,11,2,CAGAYAN,186
2017,11,2,CITY OF SANTIAGO,24
2017,11,2,ISABELA,336
2017,11,2,NUEVA VIZCAYA,114
2017,11,2,QUIRINO,27
2017,11,3,ANGELES CITY,54
2017,11,3,AURORA,21
2017,11,3,BATAAN,262
2017,11,3,BULACAN,562
2017,11,3,NUEVA ECIJA,396
2017,11,3,OLONGAPO CITY,37
2017,11,3,PAMPANGA,663
2017,11,3,TARLAC,257
2017,11,3,ZAMBALES,131
2017,11,5,ALBAY,30
2017,11,5,CAMARINES NORTE,25
2017,11,5,CAMARINES SUR,116
2017,11,5,CATANDUANES,5
2017,11,5,MASBATE,26
2017,11,5,NAGA CITY,99
2017,11,5,SORSOGON,54
2017,11,6,AKLAN,92
2017,11,6,ANTIQUE,60
2017,11,6,BACOLOD CITY,165
2017,11,6,CAPIZ,17
2017,11,6,GUIMARAS,1
2017,11,6,ILOILO,94
2017,11,6,ILOILO CITY,40
2017,11,6,NEGROS OCCIDENTAL,406
2017,11,7,BOHOL,88
2017,11,7,CEBU,319
2017,11,7,CEBU CITY,183
2017,11,7,LAPU-LAPU CITY (OPON),116
2017,11,7,MANDAUE CITY,69
2017,11,7,NEGROS ORIENTAL,171
2017,11,7,SIQUIJOR,17
2017,11,8,BILIRAN,3
2017,11,8,EASTERN SAMAR,43
2017,11,8,LEYTE,55
2017,11,8,NORTHERN SAMAR,111
2017,11,8,ORMOC CITY,16
2017,11,8,SAMAR (WESTERN SAMAR),29
2017,11,8,SOUTHERN LEYTE,68
2017,11,8,TACLOBAN CITY,40
2017,11,9,CITY OF ISABELA,26
2017,11,9,ZAMBOANGA CITY,72
2017,11,9,ZAMBOANGA DEL NORTE,69
2017,11,9,ZAMBOANGA DEL SUR,55
2017,11,9,ZAMBOANGA SIBUGAY,18
2017,11,10,BUKIDNON,150
2017,11,10,CAGAYAN DE ORO CITY,108
2017,11,10,CAMIGUIN,4
2017,11,10,ILIGAN CITY,26
2017,11,10,LANAO DEL NORTE,14
2017,11,10,MISAMIS OCCIDENTAL,42
2017,11,10,MISAMIS ORIENTAL,96
2017,11,11,DAVAO CITY,73
2017,11,11,DAVAO DE ORO,36
2017,11,11,DAVAO DEL NORTE,18
2017,11,11,DAVAO DEL SUR,6
2017,11,11,DAVAO OCCIDENTAL,6
2017,11,11,DAVAO ORIENTAL,10
2017,11,12,COTABATO (NORTH COTABATO),101
2017,11,12,GENERAL SANTOS CITY (DADIANGAS),60
2017,11,12,SARANGANI,45
2017,11,12,SOUTH COTABATO,150
2017,11,12,SULTAN KUDARAT,16
2017,11,4A,BATANGAS,512
2017,11,4A,CAVITE,"1,102"
2017,11,4A,LAGUNA,635
2017,11,4A,LUCENA CITY,14
2017,11,4A,QUEZON,192
2017,11,4A,RIZAL,481
2017,11,4B,MARINDUQUE,6
2017,11,4B,OCCIDENTAL MINDORO,95
2017,11,4B,ORIENTAL MINDORO,52
2017,11,4B,PALAWAN,49
2017,11,4B,PUERTO PRINCESA CITY,30
2017,11,4B,ROMBLON,4
2017,11,BARMM,BASILAN,15
2017,11,BARMM,COTABATO CITY,9
2017,11,BARMM,MAGUINDANAO,1
2017,11,BARMM,SULU,1
2017,11,CAR,ABRA,25
2017,11,CAR,APAYAO,29
2017,11,CAR,BAGUIO CITY,51
2017,11,CAR,BENGUET,91
2017,11,CAR,IFUGAO,35
2017,11,CAR,KALINGA,188
2017,11,CAR,MOUNTAIN PROVINCE,14
2017,11,CARAGA,AGUSAN DEL NORTE,14
2017,11,CARAGA,AGUSAN DEL SUR,28
2017,11,CARAGA,BUTUAN CITY,3
2017,11,CARAGA,DINAGAT ISLANDS,3
2017,11,CARAGA,SURIGAO DEL NORTE,76
2017,11,CARAGA,SURIGAO DEL SUR,23
2017,11,NCR,CALOOCAN CITY,238
2017,11,NCR,CITY OF LAS PIÑAS,131
2017,11,NCR,CITY OF MAKATI,165
2017,11,NCR,CITY OF MALABON,74
2017,11,NCR,CITY OF MANDALUYONG,31
2017,11,NCR,CITY OF MANILA,256
2017,11,NCR,CITY OF MARIKINA,102
2017,11,NCR,CITY OF MUNTINLUPA,72
2017,11,NCR,CITY OF NAVOTAS,27
2017,11,NCR,CITY OF PARAÑAQUE,289
2017,11,NCR,CITY OF PASIG,184
2017,11,NCR,CITY OF SAN JUAN,28
2017,11,NCR,CITY OF VALENZUELA,100
2017,11,NCR,PASAY CITY,44
2017,11,NCR,PATEROS,5
2017,11,NCR,QUEZON CITY,789
2017,11,NCR,TAGUIG CITY,103
2017,12,1,DAGUPAN CITY,61
2017,12,1,ILOCOS NORTE,33
2017,12,1,ILOCOS SUR,47
2017,12,1,LA UNION,64
2017,12,1,PANGASINAN,558
2017,12,2,CAGAYAN,84
2017,12,2,CITY OF SANTIAGO,24
2017,12,2,ISABELA,158
2017,12,2,NUEVA VIZCAYA,78
2017,12,2,QUIRINO,27
2017,12,3,ANGELES CITY,50
2017,12,3,AURORA,24
2017,12,3,BATAAN,271
2017,12,3,BULACAN,415
2017,12,3,NUEVA ECIJA,332
2017,12,3,OLONGAPO CITY,22
2017,12,3,PAMPANGA,798
2017,12,3,TARLAC,148
2017,12,3,ZAMBALES,50
2017,12,5,ALBAY,23
2017,12,5,CAMARINES NORTE,18
2017,12,5,CAMARINES SUR,91
2017,12,5,CATANDUANES,7
2017,12,5,MASBATE,31
2017,12,5,NAGA CITY,50
2017,12,5,SORSOGON,43
2017,12,6,AKLAN,68
2017,12,6,ANTIQUE,35
2017,12,6,BACOLOD CITY,100
2017,12,6,CAPIZ,26
2017,12,6,GUIMARAS,3
2017,12,6,ILOILO,58
2017,12,6,ILOILO CITY,23
2017,12,6,NEGROS OCCIDENTAL,310
2017,12,7,BOHOL,55
2017,12,7,CEBU,315
2017,12,7,CEBU CITY,138
2017,12,7,LAPU-LAPU CITY (OPON),71
2017,12,7,MANDAUE CITY,35
2017,12,7,NEGROS ORIENTAL,147
2017,12,7,SIQUIJOR,12
2017,12,8,BILIRAN,4
2017,12,8,EASTERN SAMAR,35
2017,12,8,LEYTE,38
2017,12,8,NORTHERN SAMAR,63
2017,12,8,ORMOC CITY,8
2017,12,8,SAMAR (WESTERN SAMAR),66
2017,12,8,SOUTHERN LEYTE,11
2017,12,8,TACLOBAN CITY,14
2017,12,9,CITY OF ISABELA,21
2017,12,9,ZAMBOANGA CITY,54
2017,12,9,ZAMBOANGA DEL NORTE,55
2017,12,9,ZAMBOANGA DEL SUR,50
2017,12,9,ZAMBOANGA SIBUGAY,16
2017,12,10,BUKIDNON,115
2017,12,10,CAGAYAN DE ORO CITY,62
2017,12,10,CAMIGUIN,3
2017,12,10,ILIGAN CITY,20
2017,12,10,LANAO DEL NORTE,14
2017,12,10,MISAMIS OCCIDENTAL,53
2017,12,10,MISAMIS ORIENTAL,49
2017,12,11,DAVAO CITY,98
2017,12,11,DAVAO DE ORO,61
2017,12,11,DAVAO DEL NORTE,22
2017,12,11,DAVAO DEL SUR,11
2017,12,11,DAVAO OCCIDENTAL,6
2017,12,11,DAVAO ORIENTAL,23
2017,12,12,COTABATO (NORTH COTABATO),87
2017,12,12,GENERAL SANTOS CITY (DADIANGAS),66
2017,12,12,SARANGANI,38
2017,12,12,SOUTH COTABATO,153
2017,12,12,SULTAN KUDARAT,12
2017,12,4A,BATANGAS,368
2017,12,4A,CAVITE,970
2017,12,4A,LAGUNA,542
2017,12,4A,LUCENA CITY,18
2017,12,4A,QUEZON,111
2017,12,4A,RIZAL,322
2017,12,4B,MARINDUQUE,7
2017,12,4B,OCCIDENTAL MINDORO,38
2017,12,4B,ORIENTAL MINDORO,28
2017,12,4B,PALAWAN,16
2017,12,4B,PUERTO PRINCESA CITY,22
2017,12,4B,ROMBLON,1
2017,12,BARMM,BASILAN,20
2017,12,BARMM,COTABATO CITY,4
2017,12,BARMM,LANAO DEL SUR,5
2017,12,BARMM,MAGUINDANAO,3
